institution,latitude,longitude
Aqua Science Llc,39.615965,-75.751857
University Of Wisconsin-Stout,44.871614,-91.926709
Wentworth Institute Of Tech,42.336253,-71.095667
Harvey Mudd College,29.903223,-90.077568
Bucknell University,35.449111,-86.78912
Saddleback College,33.554227,-117.664033
"Crisostomo, Steven",33.648997,-117.842379
Florapulse Co,38.539076,-121.738925
Seti Institute,42.499574,-83.0022
North Dakota State College Of Science,46.27204,-96.6073
Sinovia Technologies,37.513772,-122.263601
Massachusetts General Hospital,42.362756,-71.068998
"Minnesota State University, Mankato",44.146791,-94.000299
Urban Institute,38.883255,-77.02358
Coastal Carolina University,33.797739,-79.018082
Wake Forest University School Of Medicine,36.098406,-80.244912
San Mateo County Community College District,37.53131,-122.337826
Skidmore College,43.081429,-73.785545
"Computer Science Teachers Association, Llc.",40.760551,-73.985086
Set Point Solutions Llc,29.584134,-98.040607
University Of North Texas Health Science Center At Fort Worth,32.753521,-97.331527
Lake Forest College,42.225506,-87.8734
Southern University New Orleans,30.06816,-89.95349
"Armada Marine Robotics, Inc.",41.55369,-70.64601
St Joseph's University,39.952756,-75.166853
Giant Biosystems Inc.,34.147606,-118.118764
Cuny Hunter College,42.213591,-74.219094
American Institute Of Chemical Engineers,40.712749,-74.005994
Massachusetts Eye And Ear Infirmary,42.362681,-71.070206
Nebraska Wesleyan University,40.838901,-96.649718
Claremont Mckenna College,34.10251,-117.70573
Department Of Energy,38.886846,-77.02531
"Endeavor Composites, Inc.",35.95551,-84.15406
"J. Craig Venter Institute, Inc.",32.869104,-117.243035
Marist College,41.72146,-73.934812
University Of Texas At Tyler,32.35164,-95.300644
Earthen Inc.,33.323347,-111.951931
"M3sim, Llc",40.448317,-86.954693
"Mindtrace Technologies, Inc.",40.442473,-80.000976
The Children's Hospital Of Philadelphia,39.948718,-75.193844
University Of New England,40.79957,-81.49974
"Sufficiently Advanced, Inc.",37.519135,-122.306645
Winston-Salem State University,36.090235,-80.225435
"Iseechange, Inc.",30.003328,-90.084426
Northern Kentucky University,39.094105,-84.495857
Citrus Community College District,34.134776,-117.8832
Louisiana State University Agricultural Center,30.447224,-91.186948
Cal Poly Humboldt Sponsored Programs Foundation,40.874512,-124.079186
Internet Society,38.952495,-77.35089
"Kalion, Inc.",30.614817,-87.02152
Noon Energy Inc.,37.444508,-122.16095
Texas A&M Agrilife Extension Service,30.620203,-96.342988
"Softhread, Inc.",39.248,-76.714711
University Of Massachusetts Medical School,42.278524,-71.764033
Tuskegee University,32.429266,-85.707715
Thomas Jefferson University,39.952756,-75.166853
Swift Coat,33.585673,-112.112162
Sea Education Association,41.549174,-70.645339
Salisbury University,38.344314,-75.605581
"Gelsight, Inc",42.382656,-71.26468
Folia Materials Inc.,42.48906,-71.27294
University Of Maryland Baltimore County,39.27262,-76.6141
Hysa Fillers L.l.c.,39.752064,-105.216962
Quinnipiac University,41.417958,-72.895001
"Novozymes, Inc",38.54356,-121.728182
"Kaya Fertilizers, Llc",43.02202,-76.13217
"Plexymer, Inc.",40.604626,-74.425889
Dayzero Water Llc,45.536797,-122.607183
Novaurum Biosciences Incorporated,42.374555,-71.08847
New York Genome Center,40.723278,-74.005408
"Sol Robotics, Inc.",37.504625,-122.296794
Lygos Inc.,37.633283,-122.1148
Adialante L.l.c.,44.975391,-93.227771
"Ultinat, Inc.",42.486365,-76.482853
Gulf Of Maine Research Institute,43.655927,-70.2525
New York Institute Of Technology,40.777289,-73.982569
Heritage University,46.374714,-120.395028
Graphenetx Inc,32.98615,-96.757205
Rhodes College,35.152453,-89.988863
"Academic Web Pages, Inc.",39.67656,-74.15602
Nexuma L.l.c.,25.933693,-80.12474
Sensvita Inc.,40.761809,-73.949668
"Steadi Systems, Llc",39.63516,-105.32177
Galvanix Inc.,41.551448,-81.56881
"Cicadea Biotech, Llc",38.677637,-90.400576
Arzeda Corp.,47.651193,-122.378904
Crypto Tutors Llc,28.60955,-81.222203
Intellisafe Analytics Llc,40.601532,-80.530528
Lycoming College,41.2337,-77.023306
Research Foundation Of The City University Of New York (Lehman),40.847,-73.8972
The College Of New Jersey,40.259995,-74.790798
Hope College,41.60081,-87.607348
Chicago Horticultural Society,42.152315,-87.786274
Harvest Moon Automation,39.183711,-78.164159
Washington And Lee University,48.025005,-120.094293
Western Colorado University,38.544395,-106.926934
"Alchemie Solutions, Inc.",42.55139,-83.31356
Muhlenberg College,40.602245,-75.471776
Sangtera Inc,42.441795,-71.237969
"Steam Instruments, Inc.",43.082066,-89.370496
Cuny New York City College Of Technology,40.695632,-73.987465
Amherst College,37.584964,-79.052187
South Dakota State University,44.316483,-96.785593
Cuny Brooklyn College,40.6526,-73.9497
Denver Museum Of Nature And Science,39.741681,-104.986109
W E Upjohn Institute For Employment Research,42.28937,-85.59009
Mespilus Inc.,42.30355,-71.8175
American Geological Institute,38.83636,-77.102533
Smithsonian Institution,38.888803,-77.025989
American University,38.937065,-77.089334
Ai Linear Inc.,37.264145,-122.023183
National Institutes Of Health (Nih/Od/Oer),39.003299,-77.097938
Clarkson University,44.664532,-74.992051
Turbo Power Semiconductor Inc.,30.326441,-97.858452
Terra Watts Inc.,36.162063,-85.504178
Leap Photonics Inc.,47.674015,-122.258623
"Luca Ai, Llc",40.630128,-79.967897
Therapeutic Bandage Products Llc,41.92362,-72.28553
"Pricing Service, Inc.",39.972072,-105.25635
"Primary Bioscience, Inc.",47.682471,-122.373938
Loyola Marymount University,33.971009,-118.416233
"Vitidore, Inc.",47.645551,-117.410501
"Mixta Re, Inc",41.31061,-72.96991
Obeewan Technologies Inc,40.535301,-79.920509
Hominin.ai Inc.,47.551975,-122.325132
Glaive Medical Optics Inc,32.35845,-93.72274
"Junipero Therapeutics, Inc.",35.501349,-80.614621
"Nanodesk, Llc",37.503085,-121.933732
"Namaka Algae, Inc",20.02038,-155.659013
Hypogenica Llc,33.229709,-87.538199
Anvil Diagnostics Inc.,42.365588,-71.104
Elite Neuro Inc,34.140266,-118.102158
Stellar Engiine,37.3596,-122.10408
Causalit Llc,45.51864,-122.683367
"Elektrum Technologies, Inc.",33.274505,-96.977186
"Circle Concrete Tech, Inc.",30.003465,-97.902887
Charleston Southern Univ,32.853882,-79.973451
"Palena Therapeutics, Inc.",42.308612,-71.798509
Gallox Semiconductors Inc.,42.439687,-76.496695
Nanores Llc,40.46207,-86.90327
"Power 3D, Inc",40.400706,-79.83399
"Yeboah, Amy",39.062289,-76.879806
Atlantic Fish Co Llc,48.025005,-120.094293
"Resonantia Diagnostics, Inc.",35.998769,-78.907928
Prjct B Co.,40.712749,-74.005994
"Sea-Gal Technologies, Inc.",40.655154,-75.313739
"Nd-Diagenomix, Inc.",41.693231,-86.228596
University Of West Georgia,33.580086,-85.075094
Core Biotherapeutics Inc,37.648835,-122.006148
Beamfeed Llc,40.698863,-73.975029
"Lyowave, Inc",40.44111,-86.914481
Bired Imaging Inc,43.120126,-77.588549
"Victory Over Carbon, Inc.",39.156618,-75.524203
Helix Earth Technologies Inc,29.738022,-95.371389
Monmouth University,40.278866,-74.005252
Vanderbilt University Medical Center,36.143565,-86.80086
"Opera Bioscience, Inc.",42.050335,-87.68433
Zaiput Flow Technologies Llc,42.39346,-71.26937
Rattan Life Science Inc.,37.358305,-122.009257
University Of Central Missouri,38.760254,-93.741329
"Fourth Power, Inc.",42.374234,-71.039073
University Of Alabama At Birmingham,33.540157,-86.779
"Cali's Books, Llc",34.08729,-118.27436
"Abstractive Health, Inc.",40.657686,-73.830519
Erli.ai Inc.,42.286344,-71.140209
Seattle University,47.610064,-122.317917
"Light And Charge Solutions, Llc",38.655935,-90.304617
Colorado College,38.846956,-104.823675
"Aeris Water Technologies, Llc",33.78696,-84.388226
Atomnaut Inc.,37.787302,-122.392198
Giwotech Inc.,42.313357,-71.039377
Rand Corporation,34.016426,-118.495162
Magsorbeo Biomedical Corp,42.35585,-82.983364
"Selight, Llc",43.040453,-89.46233
"Arinna, Inc",37.443934,-122.154538
"Bullseye Biodevices, Inc.",40.729414,-74.045732
California Academy Of Sciences,37.769735,-122.46634
"Terrainworks, Inc.",41.31374,-122.31259
Palomar College,33.151226,-117.182768
Hyfi Llc,42.296509,-83.688676
Internet2,38.904524,-77.041957
Pasadena City College,34.143945,-118.119174
Peraton Labs Inc,40.695129,-74.572859
Bioimaginix Llc,39.671695,-79.949439
Sesame Workshop,40.77171,-73.981887
Meharry Medical College,36.167384,-86.806374
University Of Wisconsin-Oshkosh,44.029665,-88.552153
"Inaedis, Inc",40.39312,-74.641441
Suny College At Oneonta,42.452971,-75.063157
St. Charles Community College,38.760275,-90.640937
"Lifelab Studios, Inc.",33.734994,-111.833121
Biodevek Inc,42.363825,-71.125029
The Scripps Research Institute,32.895685,-117.242458
Babson College,42.296622,-71.292875
Miami Dade College,25.77846,-80.189399
Saint Vincent College,40.316372,-79.384581
Government Printing Office,38.899804,-77.009796
The University Of Michigan,42.27333,-83.738217
Columbus State Community College,32.56733,-84.939224
Central New Mexico Community College,35.088192,-106.650945
"Novineer, Inc.",29.182592,-81.043402
Colorado Mountain College,39.54652,-107.324403
Science Museum Of Minnesota,44.942616,-93.09868
Madison Area Technical College,45.02018,-96.19632
Grand Rapids Community College,41.42736,-83.8192
Duravax Inc,34.169129,-77.878651
Micropure Genomics Inc.,39.455907,-75.717455
Bowie State University,38.946171,-76.733975
Atlantic Cape Community College,39.461244,-74.679966
Johnson County Community College,38.92218,-94.73256
Idaho State University,42.862787,-112.429766
Applied Computer Security Associates,39.159893,-77.054409
Lavo Life Sciences Inc,33.78796,-84.35224
Icorium Engineering Company,38.94844,-95.26701
Southwestern College,32.643528,-116.998097
South Texas College,26.20364,-98.236753
Hudson Valley Community College,44.91297,-92.66649
San Jacinto College District,33.80356,-116.969795
Swarthmore College,39.906224,-75.35208
Depaul University,41.92671,-87.650536
Lowell Observatory,35.2023,-111.66582
Palm Beach State College,26.61362,-80.08683
"University Of Colorado, Boulder",40.008156,-105.273601
Central Piedmont Community College,35.227207,-80.84309
Montana Technological University,46.01274,-112.559137
Alamo Community College District - St. Philip's College,29.424534,-98.491484
Oxford University,40.317317,-74.644892
Kenyon College,44.272694,-93.000435
University Of Wisconsin Madison,43.073198,-89.38219
Lamar University,30.046153,-94.075752
Documentary Educational Resources,42.36124,-71.18449
University Of Oxford,41.311729,-72.92558
East Texas A&M University,33.247134,-95.900044
Wgbh Educational Foundation,42.356873,-71.148155
Goshen College,41.827454,-73.25176
Gustave Eiffel University,37.739385,-97.244658
Virginia State University,37.23186,-77.404736
Institut Des Hautes Etudes Scientifiques,33.776815,-84.387303
Prhobe Inc,37.88666,-122.19615
Sorbonne University,42.27333,-83.738217
Universitat Autonoma De Barcelona,44.972309,-93.243184
University Of Bristol,32.81865,34.999767
"The University Of California, Berkeley",37.870313,-122.268064
University Of The District Of Columbia,38.944117,-77.0644
"University Of Nebraska, Lincoln",37.878427,-122.269054
Cuny Queens College,40.735858,-73.81575
Xavier University Of Louisiana,29.964291,-90.107469
Florida Polytechnic University,28.145497,-81.847571
University Of Nebraska Medical Center,41.24146,-95.975772
Miami University,25.773357,-80.1919
Angelo State University,31.44262,-100.46552
Chico State Enterprises,39.731795,-121.841445
Defense Contract Audit Agency,38.721044,-77.162036
North Carolina Central University,35.995039,-78.900646
Benedict College,33.987943,-81.072938
Predictive Science Incorporated,32.899764,-117.177961
"Synsorybio, Inc.",42.382876,-71.097273
University Of California Los Angeles,34.048051,-118.254187
Cornell College,41.922257,-91.417042
University Of Colorado Boulder,40.008156,-105.273601
University Of California Berkeley,37.873223,-122.302233
Morehouse School Of Medicine,33.750801,-84.389855
Gonzaga University,47.665911,-117.397282
"Courant Institute Of Mathematical Sciences, New York University",42.95307,-78.82377
New Mexico Institute Of Mining And Technology,34.057401,-106.891764
University Of Texas Medical Branch At Galveston,29.305554,-94.793248
Central Wyoming College,43.024716,-108.384887
University Corporation At Monterey Bay,36.611417,-121.84174
Bscs Science Learning,38.90996,-104.82193
"Femtomag, Inc.",29.516601,-95.22028
University Of Michigan,35.958683,-83.926479
The Quilt,47.663501,-122.375728
The University Of Chicago,39.73734,-84.177239
"University Of California, Berkeley",37.869162,-122.291338
Department Of Education,38.886403,-77.018795
Rancho Santa Ana Botanic Garden,21.309742,-157.810433
Northeastern Illinois University,41.981431,-87.718598
Kompass Diagnostics Inc,41.905915,-87.737475
Td Polymers Llc,27.943498,-82.469992
Gustavus Adolphus College,44.324145,-93.957264
"Digital Copilot, Inc.",41.032905,-73.831745
Suny Polytechnic Institute,42.690498,-73.832308
Aspen Global Change Institute,39.369335,-107.034602
Geminatio Inc.,42.838091,-73.918387
Luxnour Technologies Inc,45.532122,-122.958293
"University Of North Carolina, Chapel Hill",35.913146,-79.055784
Novatech Innovations Llc,32.865727,-117.204424
"3Vo Medical, Inc",34.12889,-118.36062
Luminova Biotech Llc,40.759727,-73.973784
Rainbow Hospitality Llc,42.281424,-83.748499
Gettysburg College,41.047859,-79.81358
Nanoplasmonics Llc,38.96353,-104.749621
Pangea Llc,36.11607,-86.929175
"Arrowhead Bio, Inc.",38.675873,-90.396819
"Redpoint Oncology, Inc.",42.33303,-71.81347
"Coherent Photonics, Limited Liability Company",40.331253,-74.611259
"Julia Jean, Llc",32.943977,-103.34862
Ultrasonium Inc,42.48218,-71.13474
Incuentro Llc,29.769282,-95.520577
Aalmv Inc.,27.79351,-82.620688
Cary Institute Of Ecosystem Studies,42.29799,-83.721402
"Creathadh Energies, Llc",42.52009,-92.45185
Lybra Bio Inc.,42.365588,-71.104
University Of North Dakota,47.444368,-100.459284
Seabird Lifesciences Llc,42.24932,-71.05666
Syntopa Inc.,37.9811,-122.2902
Planette Analytics Inc,37.55965,-122.00158
"Absco Therapeutics, Inc.",42.326825,-71.11743
Talk Coaches Inc,30.312,-97.861624
"Neucore Bio, Inc.",39.997677,-83.042147
Nitro Biosciences Inc.,40.733183,-74.1735
Lf Printech Llc,37.95882,-91.70946
Main Engineering Llc,38.989401,-77.027108
Smithsonian Institution Astrophysical Observatory,42.381376,-71.127965
Njedge.net,40.74025,-74.16982
"Sentire Medical Systems, Inc.",26.82953,-80.09649
Oregon Health & Science University,45.498968,-122.68577
Soliome Llc,37.740491,-122.421029
"Bioinfoexperts, Llc",29.776842,-90.792881
Nexgen Cancer Detection Llc,45.148081,-93.034718
Tennessee State University,36.16658,-86.828827
Rhode Island School Of Design,41.823098,-71.41099
"Archbold Expeditions, Inc.",27.18198,-81.35234
Owlfly,40.4608,-75.05227
"Prompt Diagnostics, Inc.",39.352508,-76.662025
Cambridge Terahertz Inc,37.381493,-122.031375
Bryant University,35.511228,-78.346009
Bridgewater State University,40.70055,-80.29355
Prag Llc,28.756392,-81.32207
Photonect Interconnect Solutions Inc,43.130609,-77.564361
Coleridge Initiative Inc,40.6086,-74.55621
Wave Lumina Llc,37.271171,-76.701743
Clearview Optics Llc,42.31787,-71.163
Emode Photonix Llc,39.988227,-105.24928
Fluid Reality Incorporated,41.91549,-87.696827
Glow Therapeutics Inc.,38.894585,-76.994074
Rowland Robert Reeves,38.581021,-121.493933
Magnolia Electronics Inc,39.452013,-75.717072
Submarine Scientific Llc,37.747572,-122.433081
