INSTNM,INSTURL
Keiser University-Ft Lauderdale,www.keiseruniversity.edu/
La Belle Beauty School,labellebeauty.net/
Florida Gateway College,https://www.fgc.edu/
Lake Technical College,www.laketech.org/
Lake-Sumter State College,www.lssc.edu/
Fort Myers Technical College,www.fortmyerstech.edu/
Lively Technical College,www.livelytech.com/
Lindsey Hopkins Technical College,www.lindseyhopkins.edu/
Loraines Academy & Spa,www.genesiscareer.edu/loraines-academy-spa-st-petersburg-fl/
Luther Rice College & Seminary,www.lutherrice.edu/
State College of Florida-Manatee-Sarasota,www.scf.edu/
Manatee Technical College,www.manateetech.edu/
Traviss Technical College,www.traviss.edu/
Merryfield Academy,https://www.merryfield.edu/
Trinity International University-Florida,https://tiu.edu/florida/
Miami Lakes Educational Center and Technical College,https://miamilakes.edu/
Miami Dade College,www.mdc.edu/
University of Miami,www.miami.edu/
Orange Technical College-South Campus,www.orangetechcollege.net/
Paul Mitchell the School-Jacksonville,paulmitchell.edu/jacksonville
North Florida College,https://www.nfc.edu/
University of North Florida,https://www.unf.edu/
Nova Southeastern University,www.nova.edu/
Northwest Florida State College,https://www.nwfsc.edu/
Orange Technical College,https://www.orangetechcollege.net/
Palm Beach Atlantic University,www.pba.edu/
Palm Beach State College,www.palmbeachstate.edu/
Pasco-Hernando State College,https://www.phsc.edu/
Pensacola State College,www.pensacolastate.edu/
Pinellas Technical College-Clearwater,www.myptc.edu/
Polk State College,www.polk.edu/
Radford M Locklin Technical College,www.locklintech.com/
Saint Vincent de Paul Regional Seminary,www.svdp.edu/
Ridge Technical College,www.ridge.edu/
Ringling College of Art and Design,https://www.ringling.edu/
Robert Morgan Educational Center and Technical College,www.robertmorgantech.net/
Rollins College,www.rollins.edu/
First Coast Technical College,fctc.edu/
Saint Leo University,www.saintleo.edu/
St Petersburg College,www.spcollege.edu/
Pinellas Technical College-St. Petersburg,www.myptc.edu/
Santa Fe College,www.sfcollege.edu/
Suncoast Technical College,www.sarasotacountyschools.net/suncoasttechnicalcollege
Seminole State College of Florida,https://www.seminolestate.edu/
Sheridan Technical College,www.sheridantechnicalcollege.edu/
St. John Vianney College Seminary,www.sjvcs.edu/
Saint Johns River State College,www.sjrstate.edu/
South Florida State College,www.southflorida.edu/
University of South Florida,www.usf.edu/
St. Thomas University,www.stu.edu/
Stetson University,https://www.stetson.edu/
Southeastern University,https://www.seu.edu/
Bene's Career Academy,https://www.benes.edu/
Riveroak Technical College,rtc.suwannee.k12.fl.us/
Tallahassee Community College,www.tcc.fl.edu/
Talmudic College of Florida,www.talmudicu.edu/
The University of Tampa,https://www.ut.edu/
Big Bend Technical College,https://www.bbtc.edu/
Tom P. Haney Technical College,www.haney.edu/
Trinity Baptist College,www.tbc.edu/
Trinity College of Florida,trinitycollege.edu/
Valencia College,valenciacollege.edu/
Warner University,www.warner.edu/academics/undergraduate_programs/admissions/criteria-for-admission/
Florida Panhandle Technical College,fptc.edu/
Webber International University,www.webber.edu/
Rasmussen University-Florida,https://rasmussen.edu/
University of West Florida,uwf.edu/
Orange Technical College-West Campus,https://www.orangetechcollege.net/campuses/west_campus
William T McFatter Technical College,www.mcfattertechnicalcollege.edu/
Orange Technical College-East Campus,https://www.orangetechcollege.net/campuses/east_campus
Withlacoochee Technical College,www.wtcollege.org/
Abraham Baldwin Agricultural College,https://www.abac.edu/
Agnes Scott College,www.agnesscott.edu/
Interactive College of Technology-Chamblee,www.ict.edu/
Interactive College of Technology-Morrow,ict.edu/
Albany Technical College,www.albanytech.edu/
Albany State University,https://www.asurams.edu/
Andrew College,www.andrewcollege.edu/
Georgia Career Institute,gci.edu/
Atlanta Technical College,https://atlantatech.edu/
Point University,point.edu/
Atlanta Metropolitan State College,https://www.atlm.edu/
Atlanta's John Marshall Law School,www.johnmarshall.edu/
Atlanta School of Massage,www.atlantaschoolofmassage.com/
Clark Atlanta University,www.cau.edu/
Augusta Technical College,www.augustatech.edu/
Berry College,https://www.berry.edu/
Beulah Heights University,www.beulah.edu/
Brenau University,www.brenau.edu/
Brewton-Parker College,https://www.bpc.edu/
College of Coastal Georgia,https://www.ccga.edu/
West Georgia Technical College,https://www.westgatech.edu/
Clayton  State University,www.clayton.edu/
Columbia Theological Seminary,www.ctsnet.edu/
Columbus Technical College,www.columbustech.edu/
Columbus State University,www.columbusstate.edu/
Georgia Northwestern Technical College,www.gntc.edu/
Covenant College,www.covenant.edu/
Dalton State College,https://www.daltonstate.edu/index.cms
Pro Way Hair School,www.prowayhairschool.com/
South University-Savannah,"www.southuniversity.edu/savannah#location=Savannah, GA"
East Georgia State College,https://www.ega.edu/
Emmanuel University,www.ec.edu/
Emory University,www.emory.edu/
Georgia Highlands College,www.highlands.edu/
Fort Valley State University,www.fvsu.edu/
Grady Health System Professional Schools,www.gradyhealth.org/
Georgia Institute of Technology-Main Campus,www.gatech.edu/
Georgia Southwestern State University,https://gsw.edu/
Georgia College & State University,www.gcsu.edu/
Georgia Southern University,www.georgiasouthern.edu/
Georgia State University,www.gsu.edu/
University of Georgia,www.uga.edu/
Gordon State College,https://www.gordonstate.edu/
Southern Crescent Technical College,www.sctech.edu/
Gupton Jones College of Funeral Service,www.gupton-jones.edu/
Gwinnett College-Lilburn,www.gwinnettcollege.edu/
Gwinnett Technical College,https://www.gwinnetttech.edu/
Interdenominational Theological Center,www.itc.edu/
LaGrange College,www.lagrange.edu/
Lanier Technical College,https://www.laniertech.edu/
Life University,www.life.edu/
Chattahoochee Technical College,www.chattahoocheetech.edu/
Herzing University-Atlanta,https://www.herzing.edu/
Mercer University,https://www.mercer.edu/
Morehouse College,www.morehouse.edu/
Morehouse School of Medicine,www.msm.edu/
Morris Brown College,https://www.morrisbrown.edu/
North Georgia Technical College,https://northgatech.edu/
Oglethorpe University,oglethorpe.edu/
Paine College,www.paine.edu/
Piedmont University,https://www.piedmont.edu/
Miami Ad School-Atlanta,miamiadschool.com/locations/atlanta/
Reinhardt University,www.reinhardt.edu/
Savannah Technical College,www.savannahtech.edu/
Savannah College of Art and Design,www.scad.edu/
Savannah State University,www.savannahstate.edu/
Shorter University,https://www.shorter.edu/
South Georgia Technical College,www.southgatech.edu/
Spelman College,www.spelman.edu/
Thomas University,www.thomasu.edu/
Toccoa Falls College,https://tfc.edu/
Truett McConnell University,https://truett.edu/
Wiregrass Georgia Technical College,https://www.wiregrass.edu/
Valdosta State University,www.valdosta.edu/
Wesleyan College,https://www.wesleyancollege.edu/
University of West Georgia,www.westga.edu/
Young Harris College,www.yhc.edu/
Chaminade University of Honolulu,https://www.chaminade.edu/
University of Hawaii at Hilo,https://hilo.hawaii.edu/
University of Hawaii at Manoa,https://manoa.hawaii.edu/
Hawaii Institute of Hair Design,https://www.hihd.edu/
Hawaii Pacific University,https://www.hpu.edu/
Honolulu Community College,https://www.honolulu.hawaii.edu/
Kapiolani Community College,https://www.kapiolani.hawaii.edu/
Kauai Community College,https://www.kauai.hawaii.edu/
Leeward Community College,www.leeward.hawaii.edu/
University of Hawaii Maui College,maui.hawaii.edu/
University of Hawaii-West Oahu,https://westoahu.hawaii.edu/
Windward Community College,https://windward.hawaii.edu/
Carrington College-Boise,https://carrington.edu/
Boise Bible College,https://www.boisebible.edu/
Boise State University,https://www.boisestate.edu/
College of Eastern Idaho,www.cei.edu/
Idaho State University,www.isu.edu/
University of Idaho,www.uidaho.edu/
The College of Idaho,www.collegeofidaho.edu/
Lewis-Clark State College,www.lcsc.edu/
Aveda Institute-Twin Falls,www.avedaidaho.com/
North Idaho College,https://www.nic.edu/
Northwest Nazarene University,https://www.nnu.edu/
Nathan Layne Institute of Cosmetology,https://www.nathanlayneinstitute.com/
Brigham Young University-Idaho,www.byui.edu/
College of Southern Idaho,www.csi.edu/
Adler University,https://www.adler.edu/
American Academy of Art College,https://www.aaart.edu/
American Islamic College,www.aicusa.edu/
School of the Art Institute of Chicago,www.saic.edu/
Augustana College,www.augustana.edu/
Aurora University,https://aurora.edu/
Southwestern Illinois College,https://www.swic.edu/
Bethany Theological Seminary,www.bethanyseminary.edu/
Black Hawk College,www.bhc.edu/
Blackburn College,www.blackburn.edu/
Blessing Rieman College of Nursing and Health Sciences,www.brcn.edu/
Bradley University,www.bradley.edu/
Paul Mitchell the School-Tinley Park,paulmitchell.edu/bradley
Cameo Beauty Academy,www.cameobeautyacademy.com/
Cannella School of Hair Design-Villa Park,cannellaschool.com/
Cannella School of Hair Design-Chicago,cannellaschool.com/
Cannella School of Hair Design-Chicago,cannellaschool.com/
Capri Beauty College,capri.edu/
Carl Sandburg College,www.sandburg.edu/
Catholic Theological Union at Chicago,www.ctu.edu/
Midwestern University-Downers Grove,https://www.midwestern.edu/
The Chicago School at Chicago,https://www.thechicagoschool.edu/in-the-community/locations/
Chicago State University,www.csu.edu/
Chicago Theological Seminary,https://www.ctschicago.edu/
University of Chicago,www.uchicago.edu/
City Colleges of Chicago-Kennedy-King College,www.ccc.edu/colleges/kennedy/pages/default.aspx
City Colleges of Chicago-Malcolm X College,www.ccc.edu/colleges/malcolm-x/pages/default.aspx
City Colleges of Chicago-Olive-Harvey College,www.ccc.edu/colleges/olive-harvey/Pages/default.aspx
City Colleges of Chicago-Harry S Truman College,www.ccc.edu/colleges/truman/Pages/default.aspx
City Colleges of Chicago-Richard J Daley College,ccc.edu/colleges/daley/pages/default.aspx
City Colleges of Chicago-Harold Washington College,www.ccc.edu/colleges/washington/Pages/default.aspx
City Colleges of Chicago-Wilbur Wright College,ccc.edu/colleges/wright/pages/default.aspx
Columbia College Chicago,www.colum.edu/
Concordia University-Chicago,www.cuchicago.edu/
Danville Area Community College,www.dacc.edu/
Tricoci University of Beauty Culture,www.tricociuniversity.edu/
DePaul University,https://www.depaul.edu/
Cosmetology & Spa Academy,www.cosmetologyandspaacademy.edu/
College of DuPage,www.cod.edu/
East-West University,www.eastwest.edu/
Eastern Illinois University,https://www.eiu.edu/
Elgin Community College,www.elgin.edu/
Elmhurst University,www.elmhurst.edu/
Eureka College,www.eureka.edu/
First Institute of Travel Inc.,www.firstinstitute.edu/
Fox College,www.foxcollege.edu/
Garrett-Evangelical Theological Seminary,www.garrett.edu/
Gem City College,www.gemcitycollege.com/
Governors State University,www.govst.edu/
Graham Hospital School of Nursing,grahamschoolofnursing.org/
Greenville University,www.greenville.edu/
G Skin & Beauty Institute,gskinbeautyinstitute.edu/
Hair Professionals Career College,hairpros.edu/
Hair Professionals School of Cosmetology,hairpros.edu/
Hebrew Theological College,https://www.htc.edu/
Highland Community College,www.highland.edu/
Rosalind Franklin University of Medicine and Science,www.rosalindfranklin.edu/
University of Illinois Chicago,www.uic.edu/
Benedictine University,https://ben.edu/
Illinois College of Optometry,www.ico.edu/
University of Illinois Urbana-Champaign,www.illinois.edu/
Illinois Wesleyan University,www.iwu.edu/
Illinois Central College,icc.edu/
Illinois College,www.ic.edu/
Olney Central College,https://www.iecc.edu/occ
Illinois Institute of Technology,https://www.iit.edu/
Illinois State University,illinoisstate.edu/
Illinois Valley Community College,https://www.ivcc.edu/
Institute for Clinical Social Work,www.icsw.edu/
John A Logan College,https://www.jalc.edu/
John Wood Community College,www.jwcc.edu/
Joliet Junior College,www.jjc.edu/
Judson University,www.judsonu.edu/
Kankakee Community College,https://www.kcc.edu/
Kaskaskia College,https://www.kaskaskia.edu/
Kishwaukee College,www.kish.edu/
Knox College,https://www.knox.edu/
Educators of Beauty College of Cosmetology-Peru,www.educatorsofbeauty.com/
College of Lake County,www.clcillinois.edu/
Lake Forest College,www.lakeforest.edu/
Lake Forest Graduate School of Management,https://lfgsm.edu/
Lake Land College,www.lakelandcollege.edu/
Lakeview College of Nursing,https://lcn.edu/
Lewis and Clark Community College,www.lc.edu/
Lewis University,www.lewisu.edu/
Lincoln Christian University,www.lincolnchristian.edu/
Lincoln Land Community College,www.llcc.edu/
Lincoln College of Technology-Melrose Park,www.lincolntech.edu/campus/melrose-park-il
Loyola University Chicago,https://www.luc.edu/
Lutheran School of Theology at Chicago,www.lstc.edu/
Trinity College of Nursing & Health Sciences,www.trinitycollegeqc.edu/default.aspx
Steven Papageorge Hair Academy,stevenpapageorgehairacademy.com/
Generations College,www.generations.edu/
McCormick Theological Seminary,https://www.mccormick.edu/
McHenry County College,www.mchenry.edu/
McKendree University,https://www.mckendree.edu/
Meadville Theological School of Lombard College,www.meadville.edu/
Methodist College,www.methodistcol.edu/
